Fluxo máximo: 11189
1-->73 / capacidade = 60, fluxo = 60
1-->140 / capacidade = 47, fluxo = 47
1-->141 / capacidade = 78, fluxo = 78
1-->157 / capacidade = 51, fluxo = 51
1-->275 / capacidade = 86, fluxo = 86
1-->301 / capacidade = 48, fluxo = 48
1-->319 / capacidade = 62, fluxo = 62
1-->385 / capacidade = 38, fluxo = 38
1-->448 / capacidade = 91, fluxo = 91
1-->452 / capacidade = 33, fluxo = 33
1-->470 / capacidade = 6, fluxo = 6
1-->538 / capacidade = 69, fluxo = 69
1-->652 / capacidade = 43, fluxo = 43
1-->704 / capacidade = 10, fluxo = 10
1-->712 / capacidade = 58, fluxo = 58
1-->731 / capacidade = 57, fluxo = 57
1-->807 / capacidade = 38, fluxo = 38
1-->833 / capacidade = 84, fluxo = 84
1-->901 / capacidade = 68, fluxo = 68
1-->954 / capacidade = 93, fluxo = 93
1-->1011 / capacidade = 55, fluxo = 55
1-->1075 / capacidade = 40, fluxo = 40
1-->1109 / capacidade = 83, fluxo = 83
1-->1116 / capacidade = 43, fluxo = 43
1-->1151 / capacidade = 98, fluxo = 98
1-->1205 / capacidade = 94, fluxo = 94
1-->1235 / capacidade = 53, fluxo = 53
1-->1287 / capacidade = 27, fluxo = 27
1-->1306 / capacidade = 70, fluxo = 70
1-->1317 / capacidade = 93, fluxo = 93
1-->1329 / capacidade = 51, fluxo = 51
1-->1403 / capacidade = 4, fluxo = 4
1-->1414 / capacidade = 80, fluxo = 80
1-->1421 / capacidade = 46, fluxo = 46
1-->1492 / capacidade = 62, fluxo = 62
1-->1704 / capacidade = 19, fluxo = 19
1-->1716 / capacidade = 30, fluxo = 30
1-->1723 / capacidade = 11, fluxo = 11
1-->1785 / capacidade = 18, fluxo = 18
1-->1786 / capacidade = 63, fluxo = 63
1-->1788 / capacidade = 88, fluxo = 88
1-->1806 / capacidade = 27, fluxo = 27
1-->1853 / capacidade = 36, fluxo = 36
1-->1907 / capacidade = 100, fluxo = 100
1-->1951 / capacidade = 32, fluxo = 32
1-->1985 / capacidade = 29, fluxo = 29
1-->2099 / capacidade = 98, fluxo = 98
1-->2138 / capacidade = 78, fluxo = 78
1-->2194 / capacidade = 9, fluxo = 9
1-->2237 / capacidade = 43, fluxo = 43
1-->2255 / capacidade = 80, fluxo = 80
1-->2288 / capacidade = 77, fluxo = 77
