Fluxo máximo: 26812
1-->12145 / capacidade = 766, fluxo = 766
1-->25287 / capacidade = 883, fluxo = 883
1-->73566 / capacidade = 713, fluxo = 713
1-->77191 / capacidade = 299, fluxo = 299
1-->160061 / capacidade = 262, fluxo = 262
1-->178100 / capacidade = 158, fluxo = 158
1-->208322 / capacidade = 737, fluxo = 737
1-->224359 / capacidade = 739, fluxo = 739
1-->413848 / capacidade = 381, fluxo = 381
1-->483778 / capacidade = 352, fluxo = 352
1-->605721 / capacidade = 259, fluxo = 259
1-->752942 / capacidade = 66, fluxo = 66
1-->761644 / capacidade = 552, fluxo = 552
1-->766103 / capacidade = 756, fluxo = 756
1-->793429 / capacidade = 467, fluxo = 467
1-->818033 / capacidade = 34, fluxo = 34
1-->819923 / capacidade = 844, fluxo = 844
1-->839734 / capacidade = 248, fluxo = 248
1-->858568 / capacidade = 387, fluxo = 387
1-->864789 / capacidade = 108, fluxo = 108
1-->1034310 / capacidade = 312, fluxo = 312
1-->1052178 / capacidade = 496, fluxo = 496
1-->1282860 / capacidade = 36, fluxo = 36
1-->1293000 / capacidade = 168, fluxo = 168
1-->1374986 / capacidade = 814, fluxo = 814
1-->1411531 / capacidade = 229, fluxo = 229
1-->1421592 / capacidade = 60, fluxo = 60
1-->1510035 / capacidade = 217, fluxo = 217
1-->1522021 / capacidade = 346, fluxo = 346
1-->1564407 / capacidade = 391, fluxo = 391
1-->1621816 / capacidade = 861, fluxo = 861
1-->1766889 / capacidade = 286, fluxo = 286
1-->1787393 / capacidade = 680, fluxo = 680
1-->1809127 / capacidade = 424, fluxo = 424
1-->1837216 / capacidade = 265, fluxo = 265
1-->1921096 / capacidade = 933, fluxo = 933
1-->1989048 / capacidade = 708, fluxo = 708
1-->2043261 / capacidade = 584, fluxo = 584
1-->2057155 / capacidade = 473, fluxo = 473
1-->2064301 / capacidade = 868, fluxo = 868
1-->2064371 / capacidade = 376, fluxo = 376
1-->2092640 / capacidade = 959, fluxo = 959
1-->2121869 / capacidade = 310, fluxo = 310
1-->2164036 / capacidade = 592, fluxo = 592
1-->2233001 / capacidade = 391, fluxo = 391
1-->2250014 / capacidade = 76, fluxo = 76
1-->2272936 / capacidade = 6, fluxo = 6
1-->2354028 / capacidade = 172, fluxo = 172
1-->2390206 / capacidade = 408, fluxo = 408
1-->2462275 / capacidade = 945, fluxo = 945
1-->2470383 / capacidade = 789, fluxo = 789
1-->2682234 / capacidade = 891, fluxo = 891
1-->2727671 / capacidade = 69, fluxo = 69
1-->2771383 / capacidade = 562, fluxo = 562
1-->2778069 / capacidade = 835, fluxo = 835
1-->2848048 / capacidade = 9, fluxo = 9
1-->2877263 / capacidade = 799, fluxo = 799
