Fluxo máximo: 2964
1-->1989 / capacidade = 60, fluxo = 60
1-->3017 / capacidade = 15, fluxo = 15
1-->3144 / capacidade = 73, fluxo = 73
1-->6237 / capacidade = 73, fluxo = 73
1-->7901 / capacidade = 25, fluxo = 25
1-->12382 / capacidade = 78, fluxo = 78
1-->14005 / capacidade = 73, fluxo = 73
1-->18491 / capacidade = 18, fluxo = 18
1-->24814 / capacidade = 71, fluxo = 71
1-->27102 / capacidade = 44, fluxo = 44
1-->29963 / capacidade = 18, fluxo = 18
1-->30450 / capacidade = 16, fluxo = 16
1-->32618 / capacidade = 19, fluxo = 19
1-->35483 / capacidade = 41, fluxo = 41
1-->39390 / capacidade = 38, fluxo = 38
1-->39475 / capacidade = 33, fluxo = 33
1-->39644 / capacidade = 76, fluxo = 76
1-->40148 / capacidade = 44, fluxo = 44
1-->42535 / capacidade = 89, fluxo = 89
1-->42965 / capacidade = 17, fluxo = 17
1-->45014 / capacidade = 70, fluxo = 70
1-->46926 / capacidade = 69, fluxo = 69
1-->46980 / capacidade = 67, fluxo = 67
1-->49771 / capacidade = 50, fluxo = 50
1-->50449 / capacidade = 49, fluxo = 49
1-->52763 / capacidade = 73, fluxo = 73
1-->55027 / capacidade = 34, fluxo = 34
1-->55108 / capacidade = 19, fluxo = 19
1-->55403 / capacidade = 85, fluxo = 85
1-->57192 / capacidade = 26, fluxo = 26
1-->65997 / capacidade = 33, fluxo = 33
1-->66081 / capacidade = 99, fluxo = 99
1-->66213 / capacidade = 90, fluxo = 90
1-->69533 / capacidade = 100, fluxo = 100
1-->70484 / capacidade = 71, fluxo = 71
1-->71122 / capacidade = 69, fluxo = 69
1-->71177 / capacidade = 45, fluxo = 45
1-->71272 / capacidade = 56, fluxo = 56
1-->73554 / capacidade = 81, fluxo = 81
1-->74618 / capacidade = 36, fluxo = 36
1-->75628 / capacidade = 24, fluxo = 24
1-->75903 / capacidade = 41, fluxo = 41
1-->75949 / capacidade = 60, fluxo = 60
1-->78289 / capacidade = 3, fluxo = 3
1-->81194 / capacidade = 88, fluxo = 88
1-->81988 / capacidade = 20, fluxo = 20
1-->87610 / capacidade = 100, fluxo = 100
1-->89033 / capacidade = 3, fluxo = 3
1-->90177 / capacidade = 72, fluxo = 72
1-->91653 / capacidade = 69, fluxo = 69
1-->92087 / capacidade = 96, fluxo = 96
1-->92218 / capacidade = 49, fluxo = 49
1-->93935 / capacidade = 72, fluxo = 72
1-->96945 / capacidade = 8, fluxo = 8
1-->98355 / capacidade = 96, fluxo = 96
1-->99497 / capacidade = 20, fluxo = 20
356-->29288 / capacidade = 75, fluxo = 41
403-->89424 / capacidade = 43, fluxo = 19
461-->5924 / capacidade = 69, fluxo = 21
486-->12987 / capacidade = 65, fluxo = 1
720-->61855 / capacidade = 51, fluxo = 2
843-->2 / capacidade = 51, fluxo = 51
1234-->71157 / capacidade = 37, fluxo = 6
1615-->17255 / capacidade = 29, fluxo = 29
1786-->24781 / capacidade = 96, fluxo = 3
1786-->67647 / capacidade = 95, fluxo = 22
1860-->12640 / capacidade = 81, fluxo = 21
1869-->4279 / capacidade = 89, fluxo = 5
1900-->42005 / capacidade = 83, fluxo = 41
1989-->10536 / capacidade = 50, fluxo = 13
1989-->31837 / capacidade = 97, fluxo = 8
1989-->87749 / capacidade = 54, fluxo = 39
1996-->94644 / capacidade = 73, fluxo = 4
2195-->96563 / capacidade = 72, fluxo = 8
2215-->78296 / capacidade = 27, fluxo = 5
2541-->37187 / capacidade = 61, fluxo = 33
2541-->49585 / capacidade = 13, fluxo = 13
2555-->49546 / capacidade = 9, fluxo = 2
2555-->59816 / capacidade = 8, fluxo = 1
2611-->14623 / capacidade = 19, fluxo = 2
2611-->80858 / capacidade = 14, fluxo = 14
2611-->91757 / capacidade = 8, fluxo = 8
2857-->30546 / capacidade = 83, fluxo = 30
2985-->14136 / capacidade = 12, fluxo = 12
3017-->93191 / capacidade = 15, fluxo = 15
3111-->43976 / capacidade = 54, fluxo = 8
3144-->16580 / capacidade = 73, fluxo = 35
3144-->83881 / capacidade = 70, fluxo = 28
3144-->84847 / capacidade = 30, fluxo = 10
3361-->70588 / capacidade = 37, fluxo = 3
3832-->14587 / capacidade = 72, fluxo = 4
4096-->29672 / capacidade = 82, fluxo = 7
4127-->53417 / capacidade = 41, fluxo = 9
4144-->29288 / capacidade = 10, fluxo = 10
4237-->78144 / capacidade = 88, fluxo = 9
4257-->24169 / capacidade = 92, fluxo = 5
4279-->60071 / capacidade = 42, fluxo = 5
4432-->60421 / capacidade = 62, fluxo = 5
4458-->84112 / capacidade = 59, fluxo = 6
4715-->2 / capacidade = 56, fluxo = 49
4887-->58875 / capacidade = 79, fluxo = 12
5219-->843 / capacidade = 21, fluxo = 11
5513-->62280 / capacidade = 83, fluxo = 30
5618-->80113 / capacidade = 50, fluxo = 30
5727-->17308 / capacidade = 4, fluxo = 2
5727-->32596 / capacidade = 36, fluxo = 15
5796-->2 / capacidade = 21, fluxo = 21
5828-->41766 / capacidade = 94, fluxo = 2
5884-->51151 / capacidade = 54, fluxo = 14
5924-->98305 / capacidade = 87, fluxo = 21
6237-->32490 / capacidade = 83, fluxo = 30
6237-->44068 / capacidade = 67, fluxo = 43
6364-->42210 / capacidade = 37, fluxo = 1
